link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
1259,595,593,1,4712.18,2.93,1,3500,67.4775431,40.0,0,1,,0.15,4,1,1826.02,13.11981322,4.19,"LINESTRING (-87.7934555191633 42.099874192985695, -87.79226496919833 42.14308487887153)"
1260,595,596,1,4613.0,2.87,1,3500,67.67241565,40.0,0,1,,0.15,4,1,2884.825492,13.11981322,4.09,"LINESTRING (-87.7934555191633 42.099874192985695, -87.84941136751655 42.099874192985695)"
1261,595,612,1,4792.25,2.98,1,1500,40.72729971,25.0,0,1,,0.15,4,1,620.66,13.11981322,7.06,"LINESTRING (-87.7934555191633 42.099874192985695, -87.82679091818225 42.063865288080834)"
1262,595,617,1,4301.79,2.67,1,2000,55.26925336,35.0,0,1,,0.15,4,1,2018.063728,13.11981322,4.67,"LINESTRING (-87.7934555191633 42.099874192985695, -87.76964451986404 42.06476551070345)"
1263,596,50,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,5346.46,13.11981322,0.0,"LINESTRING (-87.84941136751655 42.099874192985695, -87.86131686716618 42.09087196675948)"
1264,596,441,1,2107.36,1.31,1,6000,175.6129642,110.0,0,1,,0.15,4,1,6118.940559,13.11981322,0.72,"LINESTRING (-87.84941136751655 42.099874192985695, -87.87203181685084 42.09087196675948)"
1265,596,594,1,4711.15,2.93,1,3000,61.05164578,40.0,0,1,,0.15,4,1,2343.02,13.11981322,4.63,"LINESTRING (-87.84941136751655 42.099874192985695, -87.84941136751655 42.14308487887153)"
1266,596,595,1,4613.0,2.87,1,3500,67.67241565,40.0,0,1,,0.15,4,1,3569.814466,13.11981322,4.09,"LINESTRING (-87.84941136751655 42.099874192985695, -87.7934555191633 42.099874192985695)"
1267,596,612,1,4346.34,2.7,1,3000,61.65026141,40.0,0,1,,0.15,4,1,3306.411718,13.11981322,4.23,"LINESTRING (-87.84941136751655 42.099874192985695, -87.82679091818225 42.063865288080834)"
1268,596,613,1,4792.25,2.98,1,500,47.21424236,30.0,0,1,,0.15,4,1,421.8745568,13.11981322,6.09,"LINESTRING (-87.84941136751655 42.099874192985695, -87.8827467665355 42.063865288080834)"
1269,597,51,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,934.1,13.11981322,0.0,"LINESTRING (-87.74345242063487 42.14038421100366, -87.75535792028448 42.13138198477745)"
1270,597,431,1,3907.52,2.43,1,4000,80.56744041,50.0,0,1,,0.15,4,1,751.27,13.11981322,2.91,"LINESTRING (-87.74345242063487 42.14038421100366, -87.78988386926841 42.13318243002269)"
1271,597,599,1,4663.88,2.9,1,3500,61.77323947,40.0,0,1,,0.15,4,1,826.03,13.11981322,4.53,"LINESTRING (-87.74345242063487 42.14038421100366, -87.73511857088012 42.09807374774045)"
1272,597,778,1,6654.61,4.14,1,500,37.52602348,25.0,0,1,,0.15,4,1,0.0,13.11981322,10.64,"LINESTRING (-87.74345242063487 42.14038421100366, -87.79226496919833 42.18899623262523)"
1273,598,52,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,2590.05,13.11981322,0.0,"LINESTRING (-87.68630602231664 42.089071521514235, -87.69821152196627 42.08006929528802)"
1274,598,599,1,4142.08,2.57,1,6500,58.47643596,35.0,0,1,,0.15,4,1,1574.367361,13.11981322,4.25,"LINESTRING (-87.68630602231664 42.089071521514235, -87.73511857088012 42.09807374774045)"
1275,598,616,1,3402.81,2.11,1,2500,45.2701961,30.0,0,1,,0.15,4,1,942.802639,13.11981322,4.51,"LINESTRING (-87.68630602231664 42.089071521514235, -87.70892647165094 42.062965065458215)"
1276,598,620,1,2989.92,1.86,1,3500,45.41657089,30.0,0,1,,0.15,4,1,1987.846103,13.11981322,3.95,"LINESTRING (-87.68630602231664 42.089071521514235, -87.6720194227371 42.063865288080834)"
1277,599,53,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3683.05,13.11981322,0.0,"LINESTRING (-87.73511857088012 42.09807374774045, -87.74702407052975 42.089071521514235)"
1278,599,432,1,2515.75,1.56,1,4500,113.4925692,70.0,0,1,,0.15,4,1,3257.918035,13.11981322,1.33,"LINESTRING (-87.73511857088012 42.09807374774045, -87.76369177003923 42.08997174413686)"
1279,599,597,1,4663.88,2.9,1,3500,61.77323947,40.0,0,1,,0.15,4,1,409.12,13.11981322,4.53,"LINESTRING (-87.73511857088012 42.09807374774045, -87.74345242063487 42.14038421100366)"
1280,599,598,1,4142.08,2.57,1,6500,58.47643596,35.0,0,1,,0.15,4,1,2629.966103,13.11981322,4.25,"LINESTRING (-87.73511857088012 42.09807374774045, -87.68630602231664 42.089071521514235)"
1281,599,616,1,4394.84,2.73,1,3000,44.84529275,30.0,0,1,,0.15,4,1,808.89,13.11981322,5.88,"LINESTRING (-87.73511857088012 42.09807374774045, -87.70892647165094 42.062965065458215)"
1282,599,617,1,4614.05,2.87,1,1500,60.97861916,40.0,0,1,,0.15,4,1,1490.483223,13.11981322,4.54,"LINESTRING (-87.73511857088012 42.09807374774045, -87.76964451986404 42.06476551070345)"
1283,600,54,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,668.91,13.11981322,0.0,"LINESTRING (-88.16014490837183 42.059364174967726, -88.17205040802146 42.05036194874151)"
1284,600,395,1,1334.97,0.83,1,3500,58.89578868,35.0,0,1,,0.15,4,1,2489.032281,13.11981322,1.36,"LINESTRING (-88.16014490837183 42.059364174967726, -88.17324095798642 42.0665659559487)"
1285,600,601,1,4911.38,3.05,1,1500,78.7921277,50.0,0,1,,0.15,4,1,813.44,13.11981322,3.74,"LINESTRING (-88.16014490837183 42.059364174967726, -88.21967240661998 42.05756372972248)"
1286,600,602,1,4220.41,2.62,1,6000,76.27241567,45.0,0,1,,0.15,4,1,3261.139541,13.11981322,3.32,"LINESTRING (-88.16014490837183 42.059364174967726, -88.16014490837183 42.020654602195)"
1287,600,605,1,4614.05,2.87,1,5000,75.64014509,45.0,0,1,,0.15,4,1,2527.07,13.11981322,3.66,"LINESTRING (-88.16014490837183 42.059364174967726, -88.10418906001858 42.060264397590345)"
1288,601,55,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,1209.84,13.11981322,0.0,"LINESTRING (-88.21967240661998 42.05756372972248, -88.2315779062696 42.048561503496266)"
1289,601,394,1,904.89,0.56,1,500,31.02464606,20.0,0,1,,0.15,4,1,675.3977194,13.11981322,1.75,"LINESTRING (-88.21967240661998 42.05756372972248, -88.21729130669006 42.06566573332608)"
1290,601,600,1,4911.38,3.05,1,1500,78.7921277,50.0,0,1,,0.15,4,1,1094.814761,13.11981322,3.74,"LINESTRING (-88.21967240661998 42.05756372972248, -88.16014490837183 42.059364174967726)"
1291,601,603,1,4024.11,2.5,1,1500,61.90936924,40.0,0,1,,0.15,4,1,958.8568121,13.11981322,3.9,"LINESTRING (-88.21967240661998 42.05756372972248, -88.21967240661998 42.020654602195)"
1292,601,716,1,4711.15,2.93,1,3000,54.67487814,35.0,0,1,,0.15,4,1,788.05,13.11981322,5.17,"LINESTRING (-88.21967240661998 42.05756372972248, -88.27681880493819 42.05756372972248)"
1293,602,56,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,2219.89,13.11981322,0.0,"LINESTRING (-88.16014490837183 42.020654602195, -88.17205040802146 42.01165237596879)"
1294,602,600,1,4220.41,2.62,1,6000,76.27241567,45.0,0,1,,0.15,4,1,3930.73752,13.11981322,3.32,"LINESTRING (-88.16014490837183 42.020654602195, -88.16014490837183 42.059364174967726)"
1295,602,603,1,4907.45,3.05,1,4000,77.08036649,50.0,0,1,,0.15,4,1,1632.009541,13.11981322,3.82,"LINESTRING (-88.16014490837183 42.020654602195, -88.21967240661998 42.020654602195)"
1296,602,607,1,4622.38,2.87,1,3000,61.22362212,40.0,0,1,,0.15,4,1,2126.14,13.11981322,4.53,"LINESTRING (-88.16014490837183 42.020654602195, -88.10418906001858 42.023355270062865)"
1297,602,671,1,4617.17,2.87,1,3500,58.69284292,35.0,0,1,,0.15,4,1,2737.1,13.11981322,4.72,"LINESTRING (-88.16014490837183 42.020654602195, -88.16252600830177 41.97834413893179)"
1298,603,57,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,1436.87,13.11981322,0.0,"LINESTRING (-88.21967240661998 42.020654602195, -88.2315779062696 42.01165237596879)"
1299,603,601,1,4024.11,2.5,1,1500,61.90936924,40.0,0,1,,0.15,4,1,494.6224804,13.11981322,3.9,"LINESTRING (-88.21967240661998 42.020654602195, -88.21967240661998 42.05756372972248)"
1300,603,602,1,4907.45,3.05,1,4000,77.08036649,50.0,0,1,,0.15,4,1,1983.46752,13.11981322,3.82,"LINESTRING (-88.21967240661998 42.020654602195, -88.16014490837183 42.020654602195)"
1301,603,672,1,4908.43,3.05,1,2000,77.91161095,50.0,0,1,,0.15,4,1,1719.098798,13.11981322,3.78,"LINESTRING (-88.21967240661998 42.020654602195, -88.21848185665502 41.97564347106392)"
1302,603,718,1,4813.31,2.99,1,1000,72.38056256,45.0,0,1,,0.15,4,1,912.1275545,13.11981322,3.99,"LINESTRING (-88.21967240661998 42.020654602195, -88.27800935490316 42.01885415694976)"
1303,604,58,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,9931.42,13.11981322,0.0,"LINESTRING (-88.04823321166533 42.06206484283559, -88.06013871131496 42.053062616609374)"
1304,604,397,1,1777.56,1.1,1,3000,83.32307063,50.0,0,1,,0.15,4,1,813.51,13.11981322,1.28,"LINESTRING (-88.04823321166533 42.06206484283559, -88.06966311103467 42.063865288080834)"
1305,604,399,1,2734.11,1.7,1,7000,49.41161457,30.0,0,1,,0.15,4,1,7243.825091,13.11981322,3.32,"LINESTRING (-88.04823321166533 42.06206484283559, -88.0172789125763 42.053062616609374)"
1306,604,587,1,4653.55,2.89,1,3500,67.77014273,40.0,0,1,,0.15,4,1,3793.271173,13.11981322,4.12,"LINESTRING (-88.04823321166533 42.06206484283559, -88.02204111243616 42.099874192985695)"
1307,604,605,1,4617.17,2.87,1,3500,67.73354979,40.0,0,1,,0.15,4,1,1897.25,13.11981322,4.09,"LINESTRING (-88.04823321166533 42.06206484283559, -88.10418906001858 42.060264397590345)"
1308,604,606,1,4024.11,2.5,1,3500,65.07992991,40.0,0,1,,0.15,4,1,2639.68,13.11981322,3.71,"LINESTRING (-88.04823321166533 42.06206484283559, -88.04823321166533 42.02515571530811)"
1309,605,59,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3733.02,13.11981322,0.0,"LINESTRING (-88.10418906001858 42.060264397590345, -88.11609455966821 42.05126217136413)"
1310,605,584,1,8443.1,5.25,1,1500,62.77396862,40.0,0,1,,0.15,4,1,281.89,13.11981322,8.07,"LINESTRING (-88.10418906001858 42.060264397590345, -88.16371655826673 42.12327998117385)"
1311,605,600,1,4614.05,2.87,1,5000,75.64014509,45.0,0,1,,0.15,4,1,1295.11,13.11981322,3.66,"LINESTRING (-88.10418906001858 42.060264397590345, -88.16014490837183 42.059364174967726)"
1312,605,604,1,4617.17,2.87,1,3500,67.73354979,40.0,0,1,,0.15,4,1,4855.98,13.11981322,4.09,"LINESTRING (-88.10418906001858 42.060264397590345, -88.04823321166533 42.06206484283559)"
1313,605,607,1,4024.11,2.5,1,2000,43.8993709,25.0,0,1,,0.15,4,1,476.12,13.11981322,5.5,"LINESTRING (-88.10418906001858 42.060264397590345, -88.10418906001858 42.023355270062865)"
1314,606,60,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3521.2,13.11981322,0.0,"LINESTRING (-88.04823321166533 42.02515571530811, -88.06013871131496 42.016153489081894)"
1315,606,403,1,1935.8,1.2,1,1500,40.89726739,25.0,0,1,,0.15,4,1,2590.935594,13.11981322,2.84,"LINESTRING (-88.04823321166533 42.02515571530811, -88.02799386226097 42.016153489081894)"
1316,606,604,1,4024.11,2.5,1,3500,65.07992991,40.0,0,1,,0.15,4,1,4413.799984,13.11981322,3.71,"LINESTRING (-88.04823321166533 42.02515571530811, -88.04823321166533 42.06206484283559)"
1317,606,607,1,4617.17,2.87,1,3500,67.73354979,40.0,0,1,,0.15,4,1,1872.04,13.11981322,4.09,"LINESTRING (-88.04823321166533 42.02515571530811, -88.10418906001858 42.023355270062865)"
1318,606,675,1,5009.44,3.11,1,3500,46.96354228,30.0,0,1,,0.15,4,1,2913.864422,13.11981322,6.4,"LINESTRING (-88.04823321166533 42.02515571530811, -88.05061431159527 41.97924436155441)"
1319,607,61,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3311.49,13.11981322,0.0,"LINESTRING (-88.10418906001858 42.023355270062865, -88.11609455966821 42.01435304383665)"
1320,607,602,1,4622.38,2.87,1,3000,61.22362212,40.0,0,1,,0.15,4,1,1511.24,13.11981322,4.53,"LINESTRING (-88.10418906001858 42.023355270062865, -88.16014490837183 42.020654602195)"
1321,607,605,1,4024.11,2.5,1,2000,43.8993709,25.0,0,1,,0.15,4,1,517.91,13.11981322,5.5,"LINESTRING (-88.10418906001858 42.023355270062865, -88.10418906001858 42.060264397590345)"
1322,607,606,1,4617.17,2.87,1,3500,67.73354979,40.0,0,1,,0.15,4,1,4212.57,13.11981322,4.09,"LINESTRING (-88.10418906001858 42.023355270062865, -88.04823321166533 42.02515571530811)"
1323,607,676,1,5005.6,3.11,1,500,43.71702184,25.0,0,1,,0.15,4,1,595.05,13.11981322,6.87,"LINESTRING (-88.10418906001858 42.023355270062865, -88.10418906001858 41.97744391630916)"
1324,608,62,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3584.99,13.11981322,0.0,"LINESTRING (-87.93870261488875 42.062965065458215, -87.95060811453838 42.053962839232)"
1325,608,537,1,4333.04,2.69,1,5500,78.54447734,50.0,0,1,,0.15,4,1,5510.18541,13.11981322,3.31,"LINESTRING (-87.93870261488875 42.062965065458215, -87.95060811453838 42.024255492685484)"
1326,608,591,1,4818.31,2.99,1,3500,55.38288966,35.0,0,1,,0.15,4,1,2466.876544,13.11981322,5.22,"LINESTRING (-87.93870261488875 42.062965065458215, -87.90655776583476 42.099874192985695)"
1327,608,592,1,4443.88,2.76,1,4000,61.01438458,40.0,0,1,,0.15,4,1,1851.195309,13.11981322,4.37,"LINESTRING (-87.93870261488875 42.062965065458215, -87.9660852640829 42.09807374774045)"
1328,608,609,1,4515.92,2.81,1,6500,61.30202633,40.0,0,1,,0.15,4,1,2670.945086,13.11981322,4.42,"LINESTRING (-87.93870261488875 42.062965065458215, -87.99346791327704 42.06206484283559)"
1329,608,613,1,4614.05,2.87,1,4500,64.38207698,40.0,0,1,,0.15,4,1,2767.564955,13.11981322,4.3,"LINESTRING (-87.93870261488875 42.062965065458215, -87.8827467665355 42.063865288080834)"
1330,609,63,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,5998.59,13.11981322,0.0,"LINESTRING (-87.99346791327704 42.06206484283559, -88.00537341292667 42.053062616609374)"
1331,609,399,1,2194.68,1.36,1,7000,149.637,95.0,0,1,,0.15,4,1,3531.61,13.11981322,0.88,"LINESTRING (-87.99346791327704 42.06206484283559, -88.0172789125763 42.053062616609374)"
1332,609,400,1,4034.87,2.51,1,500,36.02565367,20.0,0,1,,0.15,4,1,0.0,13.11981322,6.72,"LINESTRING (-87.99346791327704 42.06206484283559, -88.03037496219089 42.08637085364637)"
1333,609,592,1,4528.71,2.81,1,2500,53.9131844,35.0,0,1,,0.15,4,1,1533.71,13.11981322,5.04,"LINESTRING (-87.99346791327704 42.06206484283559, -87.9660852640829 42.09807374774045)"
1334,609,608,1,4515.92,2.81,1,6500,61.30202633,40.0,0,1,,0.15,4,1,3466.47,13.11981322,4.42,"LINESTRING (-87.99346791327704 42.06206484283559, -87.93870261488875 42.062965065458215)"
1335,609,611,1,4025.3,2.5,1,3000,63.39054582,40.0,0,1,,0.15,4,1,2840.667785,13.11981322,3.81,"LINESTRING (-87.99346791327704 42.06206484283559, -87.99227736331208 42.02515571530811)"
1336,610,64,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,16119.51,13.11981322,0.0,"LINESTRING (-87.93870261488875 42.02605593793073, -87.95060811453838 42.01705371170451)"
1337,610,537,1,1000.93,0.62,1,5500,74.14272,45.0,0,1,,0.15,4,1,5367.822168,13.11981322,0.81,"LINESTRING (-87.93870261488875 42.02605593793073, -87.95060811453838 42.024255492685484)"
1338,610,611,1,4417.8,2.75,1,6500,71.06379282,45.0,0,1,,0.15,4,1,2433.214914,13.11981322,3.73,"LINESTRING (-87.93870261488875 42.02605593793073, -87.99227736331208 42.02515571530811)"
1339,610,615,1,4720.34,2.93,1,8500,67.5943588,40.0,0,1,,0.15,4,1,6724.038411,13.11981322,4.19,"LINESTRING (-87.93870261488875 42.02605593793073, -87.88155621657054 42.02875660579859)"
1340,610,679,1,4908.43,3.05,1,6500,61.7412766,40.0,0,1,,0.15,4,1,5059.367544,13.11981322,4.77,"LINESTRING (-87.93870261488875 42.02605593793073, -87.95060811453838 41.98194502942227)"
1341,611,65,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3350.44,13.11981322,0.0,"LINESTRING (-87.99227736331208 42.02515571530811, -88.00418286296171 42.016153489081894)"
1342,611,403,1,3103.74,1.93,1,1500,89.96362057,55.0,0,1,,0.15,4,1,801.14,13.11981322,2.07,"LINESTRING (-87.99227736331208 42.02515571530811, -88.02799386226097 42.016153489081894)"
1343,611,609,1,4025.3,2.5,1,3000,63.39054582,40.0,0,1,,0.15,4,1,1111.670057,13.11981322,3.81,"LINESTRING (-87.99227736331208 42.02515571530811, -87.99346791327704 42.06206484283559)"
1344,611,610,1,4417.8,2.75,1,6500,71.06379282,45.0,0,1,,0.15,4,1,6000.686416,13.11981322,3.73,"LINESTRING (-87.99227736331208 42.02515571530811, -87.93870261488875 42.02605593793073)"
1345,611,680,1,4712.18,2.93,1,4500,65.14536996,40.0,0,1,,0.15,4,1,3663.11,13.11981322,4.34,"LINESTRING (-87.99227736331208 42.02515571530811, -87.99346791327704 41.98194502942227)"
1346,612,66,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,4453.03,13.11981322,0.0,"LINESTRING (-87.82679091818225 42.063865288080834, -87.83869641783188 42.05486306185462)"
1347,612,440,1,3761.81,2.34,1,2000,85.49567773,55.0,0,1,,0.15,4,1,2326.538659,13.11981322,2.64,"LINESTRING (-87.82679091818225 42.063865288080834, -87.87084126688588 42.05486306185462)"
1348,612,595,1,4792.25,2.98,1,1500,40.72729971,25.0,0,1,,0.15,4,1,598.04,13.11981322,7.06,"LINESTRING (-87.82679091818225 42.063865288080834, -87.7934555191633 42.099874192985695)"
1349,612,596,1,4346.34,2.7,1,3000,61.65026141,40.0,0,1,,0.15,4,1,2610.946915,13.11981322,4.23,"LINESTRING (-87.82679091818225 42.063865288080834, -87.84941136751655 42.099874192985695)"
1350,612,614,1,3729.66,2.32,1,5500,52.40742857,35.0,0,1,,0.15,4,1,3086.033387,13.11981322,4.27,"LINESTRING (-87.82679091818225 42.063865288080834, -87.82679091818225 42.02965682842122)"
1351,612,617,1,4712.18,2.93,1,5000,64.40339536,40.0,0,1,,0.15,4,1,4865.185534,13.11981322,4.39,"LINESTRING (-87.82679091818225 42.063865288080834, -87.76964451986404 42.06476551070345)"
1352,613,67,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,4951.15,13.11981322,0.0,"LINESTRING (-87.8827467665355 42.063865288080834, -87.89465226618513 42.05486306185462)"
1353,613,440,1,1388.04,0.86,1,2000,44.29902224,30.0,0,1,,0.15,4,1,1976.078347,13.11981322,1.88,"LINESTRING (-87.8827467665355 42.063865288080834, -87.87084126688588 42.05486306185462)"
1354,613,591,1,4389.35,2.73,1,5000,69.67225397,45.0,0,1,,0.15,4,1,2220.097969,13.11981322,3.78,"LINESTRING (-87.8827467665355 42.063865288080834, -87.90655776583476 42.099874192985695)"
1355,613,596,1,4792.25,2.98,1,500,47.21424236,30.0,0,1,,0.15,4,1,108.49653,13.11981322,6.09,"LINESTRING (-87.8827467665355 42.063865288080834, -87.84941136751655 42.099874192985695)"
1356,613,608,1,4614.05,2.87,1,4500,64.38207698,40.0,0,1,,0.15,4,1,1081.92,13.11981322,4.3,"LINESTRING (-87.8827467665355 42.063865288080834, -87.93870261488875 42.062965065458215)"
1357,613,615,1,3829.07,2.38,1,10000,63.64098648,40.0,0,1,,0.15,4,1,6780.667464,13.11981322,3.61,"LINESTRING (-87.8827467665355 42.063865288080834, -87.88155621657054 42.02875660579859)"
1358,614,68,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,6256.2,13.11981322,0.0,"LINESTRING (-87.82679091818225 42.02965682842122, -87.83869641783188 42.020654602195)"
1359,614,439,1,3761.81,2.34,1,6000,82.98109898,50.0,0,1,,0.15,4,1,4656.900514,13.11981322,2.72,"LINESTRING (-87.82679091818225 42.02965682842122, -87.87084126688588 42.020654602195)"
1360,614,554,1,4866.05,3.02,1,3500,57.92917179,35.0,0,1,,0.15,4,1,3321.076259,13.11981322,5.04,"LINESTRING (-87.82679091818225 42.02965682842122, -87.78750276933849 41.99634859138422)"
1361,614,612,1,3729.66,2.32,1,5500,52.40742857,35.0,0,1,,0.15,4,1,2096.05,13.11981322,4.27,"LINESTRING (-87.82679091818225 42.02965682842122, -87.82679091818225 42.063865288080834)"
1362,614,619,1,4845.21,3.01,1,3500,51.45359873,30.0,0,1,,0.15,4,1,3278.315612,13.11981322,5.65,"LINESTRING (-87.82679091818225 42.02965682842122, -87.76845396989908 42.03505816415694)"
1363,614,622,1,5491.08,3.41,1,4000,54.36715416,35.0,0,1,,0.15,4,1,2530.380056,13.11981322,6.06,"LINESTRING (-87.82679091818225 42.02965682842122, -87.85893576723625 41.98554591991276)"
1364,615,69,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,9818.28,13.11981322,0.0,"LINESTRING (-87.88155621657054 42.02875660579859, -87.89346171622017 42.019754379572376)"
1365,615,439,1,1249.23,0.78,1,6000,38.63590515,25.0,0,1,,0.15,4,1,6152.226109,13.11981322,1.94,"LINESTRING (-87.88155621657054 42.02875660579859, -87.87084126688588 42.020654602195)"
1366,615,536,1,2812.27,1.75,1,2000,111.0108379,70.0,0,1,,0.15,4,1,1592.160436,13.11981322,1.52,"LINESTRING (-87.88155621657054 42.02875660579859, -87.89822391608003 42.00625104023305)"
1367,615,610,1,4720.34,2.93,1,8500,67.5943588,40.0,0,1,,0.15,4,1,6662.49889,13.11981322,4.19,"LINESTRING (-87.88155621657054 42.02875660579859, -87.93870261488875 42.02605593793073)"
1368,615,613,1,3829.07,2.38,1,10000,63.64098648,40.0,0,1,,0.15,4,1,2480.757742,13.11981322,3.61,"LINESTRING (-87.88155621657054 42.02875660579859, -87.8827467665355 42.063865288080834)"
1369,615,622,1,5066.81,3.15,1,4000,60.43903014,40.0,0,1,,0.15,4,1,4752.715728,13.11981322,5.03,"LINESTRING (-87.88155621657054 42.02875660579859, -87.85893576723625 41.98554591991276)"
1370,616,70,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,3972.08,13.11981322,0.0,"LINESTRING (-87.70892647165094 42.062965065458215, -87.72083197130057 42.053962839232)"
1371,616,433,1,4504.17,2.8,1,9500,79.48535718,50.0,0,1,,0.15,4,1,4366.840214,13.11981322,3.4,"LINESTRING (-87.70892647165094 42.062965065458215, -87.76250122007427 42.05486306185462)"
1372,616,598,1,3402.81,2.11,1,2500,45.2701961,30.0,0,1,,0.15,4,1,924.86,13.11981322,4.51,"LINESTRING (-87.70892647165094 42.062965065458215, -87.68630602231664 42.089071521514235)"
1373,616,599,1,4394.84,2.73,1,3000,44.84529275,30.0,0,1,,0.15,4,1,571.2621442,13.11981322,5.88,"LINESTRING (-87.70892647165094 42.062965065458215, -87.73511857088012 42.09807374774045)"
1374,616,618,1,3048.94,1.89,1,6500,57.52721453,35.0,0,1,,0.15,4,1,4456.143906,13.11981322,3.18,"LINESTRING (-87.70892647165094 42.062965065458215, -87.71130757158086 42.03505816415694)"
1375,616,620,1,3044.2,1.89,1,5500,48.19307366,30.0,0,1,,0.15,4,1,1492.966488,13.11981322,3.79,"LINESTRING (-87.70892647165094 42.062965065458215, -87.6720194227371 42.063865288080834)"
1376,617,71,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,5049.64,13.11981322,0.0,"LINESTRING (-87.76964451986404 42.06476551070345, -87.78155001951367 42.05576328447724)"
1377,617,433,1,1229.81,0.76,1,9500,49.1922788,30.0,0,1,,0.15,4,1,1501.813906,13.11981322,1.5,"LINESTRING (-87.76964451986404 42.06476551070345, -87.76250122007427 42.05486306185462)"
1378,617,595,1,4301.79,2.67,1,2000,55.26925336,35.0,0,1,,0.15,4,1,1163.571752,13.11981322,4.67,"LINESTRING (-87.76964451986404 42.06476551070345, -87.7934555191633 42.099874192985695)"
1379,617,599,1,4614.05,2.87,1,1500,60.97861916,40.0,0,1,,0.15,4,1,773.1,13.11981322,4.54,"LINESTRING (-87.76964451986404 42.06476551070345, -87.73511857088012 42.09807374774045)"
1380,617,612,1,4712.18,2.93,1,5000,64.40339536,40.0,0,1,,0.15,4,1,3369.432777,13.11981322,4.39,"LINESTRING (-87.76964451986404 42.06476551070345, -87.82679091818225 42.063865288080834)"
1381,617,619,1,3240.4,2.01,1,10500,57.86423714,35.0,0,1,,0.15,4,1,5734.206094,13.11981322,3.36,"LINESTRING (-87.76964451986404 42.06476551070345, -87.76845396989908 42.03505816415694)"
1382,618,72,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,9363.15,13.11981322,0.0,"LINESTRING (-87.71130757158086 42.03505816415694, -87.72321307123049 42.02605593793073)"
1383,618,434,1,5100.92,3.17,1,9000,74.2851868,45.0,0,1,,0.15,4,1,2652.687821,13.11981322,4.12,"LINESTRING (-87.71130757158086 42.03505816415694, -87.77202561979396 42.02605593793073)"
1384,618,548,1,3142.3,1.95,1,7500,53.561873,35.0,0,1,,0.15,4,1,3160.678043,13.11981322,3.52,"LINESTRING (-87.71130757158086 42.03505816415694, -87.6874965722816 42.012552598591405)"
1385,618,552,1,4265.81,2.65,1,5000,58.974373,35.0,0,1,,0.15,4,1,3660.212179,13.11981322,4.34,"LINESTRING (-87.71130757158086 42.03505816415694, -87.73154692098524 41.99904925925208)"
1386,618,616,1,3048.94,1.89,1,6500,57.52721453,35.0,0,1,,0.15,4,1,3837.666207,13.11981322,3.18,"LINESTRING (-87.71130757158086 42.03505816415694, -87.70892647165094 42.062965065458215)"
1387,618,621,1,3357.21,2.09,1,3500,51.91562908,30.0,0,1,,0.15,4,1,1293.885469,13.11981322,3.88,"LINESTRING (-87.71130757158086 42.03505816415694, -87.6720194227371 42.04316016776054)"
1388,619,73,1,0.0,0.0,1,49500,96.54,60.0,0,3,,0.15,4,1,12063.87,13.11981322,0.0,"LINESTRING (-87.76845396989908 42.03505816415694, -87.78035946954871 42.02605593793073)"
1389,619,434,1,1024.71,0.64,1,9000,94.58840676,60.0,0,1,,0.15,4,1,5954.54499,13.11981322,0.65,"LINESTRING (-87.76845396989908 42.03505816415694, -87.77202561979396 42.02605593793073)"
1390,619,552,1,4966.97,3.09,1,9500,62.08708638,40.0,0,1,,0.15,4,1,2881.431028,13.11981322,4.8,"LINESTRING (-87.76845396989908 42.03505816415694, -87.73154692098524 41.99904925925208)"
